time,dirt
0,99
1,99
2,99
3,98
4,98
5,97
6,97
7,97
8,97
9,96
10,96
11,95
12,95
13,94
14,94
15,94
16,94
17,94
18,94
19,94
20,94
21,94
22,94
23,94
24,94
25,94
26,94
27,94
28,94
29,94
30,94
31,94
32,94
33,94
34,94
35,93
36,93
37,92
38,92
39,91
40,91
41,91
42,90
43,90
44,89
45,89
46,88
47,88
48,87
49,87
