time,dirt
0,84
1,84
2,83
3,83
4,82
5,82
6,81
7,81
8,81
9,81
10,81
11,81
12,81
13,81
14,81
15,81
16,81
17,81
18,81
19,81
20,81
21,81
22,81
23,81
24,81
25,80
26,80
27,79
28,79
29,78
30,78
31,78
32,77
33,77
34,77
35,77
36,77
37,76
38,76
39,76
40,75
41,75
42,74
43,74
44,74
45,74
46,74
47,74
48,74
49,74
